Business Name,Trade,London Area,Phone,Email,Website,Website Score,Biggest Flaw,Group
Blackheath Nails Spa,Beauty Salon,Blackheath,+44 20 3745 3223,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Elegance Dry Cleaners,Dry Cleaner,Blackheath,+44 20 8858 5251,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Team Master Barbers,Hair Salon,Greenwich,+44 20 4539 6841,,https://teammastergreenwich.co.uk/,5,"The footer copyright is frozen at 2023, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Hannah,Beauty Salon,Blackheath,+44 20 8318 7613,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Blackheath Hair & Co,Hair Salon,Blackheath,+44 20 8318 4043,enquiries@blackheathhair.co.uk,https://www.blackheathhair.co.uk/,5,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Chandler Wright,Hair Salon,Blackheath,+44 20 8318 2809,info@chandlerwright.com,https://chandlerwright.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Goggle Box Eyecare,Optician,Eltham,+44 7928 246082,info@gogglebox.ltd.uk,https://gogglebox.ltd.uk/,5,"The footer copyright is frozen at 2022, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Links Travel,Travel Agent,Penge,+44 20 3627 7651,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Butcher Curnow,Optician,Blackheath,+44 20 8318 1732,info@butchercurnow.com,https://www.butchercurnow.com/,4,"There is no mobile viewport tag, so the page renders at desktop width on a phone and visitors have to pinch and zoom to read anything.",A
Avinit Tatoo,Tattoo Studio,Orpington,+44 1689 871175,,https://www.avinittattoo.co.uk,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Apple N' Orange,Greengrocer,Blackheath,+44 20 8858 1307,,https://www.applesnoranges.co.uk/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Jasmine,Greengrocer,Petts Wood,+441689839300,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Hollywood Star Nails,Beauty Salon,West Norwood,+44 20 8761 5738,,https://www.hollywoodstarnailswestnorwood.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Thai Silk,Beauty Salon,West Norwood,+44 20 8761 6045,info@thaisilkmassage.com,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Clean Image,Launderette,West Norwood,+44 7958 043581,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Emmy's at Salon 382,Hair Salon,West Norwood,+44 20 8670 9754,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Tresses,Beauty Salon,West Norwood,+44 20 3652 7694,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Floral Hall,Florist,West Norwood,+44 20 8670 3200,hello@floralhall.co.uk,https://www.floralhall.co.uk/,4,"There is no mobile viewport tag, so the page renders at desktop width on a phone and visitors have to pinch and zoom to read anything.",A
Costas & Andy's Barber Shop,Hair Salon,Wandsworth,+44 20 8947 9930,,https://www.costasandandys.com/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Maurice Eco Cleaners,Dry Cleaner,"Sutton, Surrey",+44 20 8337 2666,,https://mauriceecocleaners.com,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Spotless Dry Cleaners,Dry Cleaner,Tooting,+44 20 8944 1000,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Pure Beauty Point,Beauty Salon,Wandsworth,+44 20 3754 8399;+44 7424 659 804,,https://purebeautypoint.com/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
HQ Nails,Beauty Salon,Croydon,+44 20 8405 3083,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Aventura's Barbers,Hair Salon,Croydon,+44 20 8688 5864,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Goodfellas,Hair Salon,Wandsworth,+44 20 8944 5188,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Guinot,Beauty Salon,Wandsworth,+44 20 8946 1661,thesalon@guinotearlsfield.co.uk,http://www.guinotearlsfield.guinot.com/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
Earlsfield Barber Shop,Hair Salon,Wandsworth,+44 20 3417 0117,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Northolt Launderette,Launderette,Northolt,+44 20 8839 9991,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Humes Avenue Garage,Car Garage,Hanwell,+442085674549,humes@btconnect.com,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Ealing Soapy Suds,Launderette,West Ealing,+44 20 8579 7129,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Blooms by Eberé,Florist,West Ealing,+44 20 3632 3700,orders@ealingflorist.co.uk,https://www.ealingflorist.co.uk/,4,"There is no mobile viewport tag, so the page renders at desktop width on a phone and visitors have to pinch and zoom to read anything.",A
Image Hair and Beauty,Hair Salon,West Ealing,+44 20 8567 9231,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Buzzy Barbers,Hair Salon,West Ealing,+44 20 8579 3647,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Reflection Hair and Beauty,Hair Salon,West Ealing,+44 20 8579 3000,info@reflectionhair.com,http://www.reflectionhair.com/,2,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar, and it's a bare website-builder template with very little of its own content, so it reads as generic rather than as an established local business.",A
Brow Base,Beauty Salon,West Ealing,,bookings@browbaselondon.co.uk,https://www.browbaselondon.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Northfield Dry Cleaners,Launderette,West Ealing,+44 20 8567 7487,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Elite Cosmetology,Beauty Salon,West Ealing,+44 20 8840 9810,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
HQ Hair Studio,Hair Salon,West Ealing,+44 7507 054584,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Northfields Beauty Bar/Northfields Barber,Beauty Salon,West Ealing,+44 20 8579 2470,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
West Nails,Beauty Salon,West Ealing,+44 20 8579 8456,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Classy Hair & Beauty Salon,Hair Salon,Hanwell,+44 20 3489 7699,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Stylish Nails,Beauty Salon,Acton,+44 20 8752 1115,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
